ID,X,Y
reactions_1383,"{'reactant': 'C([O:4][CH2:5][C@@H:6]1[C@@H:10]([O:11]C(=O)C)[C@@H:9]([O:15]C(=O)C)[C@H:8]([N:19]2[CH:27]=[N:26][C:25]3[C:20]2=[N:21][C:22]([I:29])=[N:23][C:24]=3Cl)[O:7]1)(=O)C.[NH3:30]', 'catalyst': '', 'product': '[NH2:30][C:24]1[N:23]=[C:22]([I:29])[N:21]=[C:20]2[C:25]=1[N:26]=[CH:27][N:19]2[C@H:8]1[C@H:9]([OH:15])[C@H:10]([OH:11])[C@@H:6]([CH2:5][OH:4])[O:7]1'}",80%
reactions_1384,"{'reactant': '[NH2:1][C:2]1[N:10]=[C:9]([I:11])[N:8]=[C:7]2[C:3]=1[N:4]=[CH:5][N:6]2[C@H:12]1[C@H:19]2[C@@H:15]([O:16]C(C)(C)[O:18]2)[C@@H:14]([C:22]([OH:24])=[O:23])[O:13]1', 'catalyst': 'C(O)=O', 'product': '[NH2:1][C:2]1[N:10]=[C:9]([I:11])[N:8]=[C:7]2[C:3]=1[N:4]=[CH:5][N:6]2[C@@H:12]1[O:13][C@H:14]([C:22]([OH:24])=[O:23])[C@@H:15]([OH:16])[C@H:19]1[OH:18]'}",85%
reactions_1385,"{'reactant': '[NH2:1][C:2]1[N:10]=[C:9](I)[N:8]=[C:7]2[C:3]=1[N:4]=[CH:5][N:6]2[C@@H:12]1[O:16][C@H:15]([C:17]([NH:19][CH2:20][CH3:21])=[O:18])[C@@H:14]([OH:22])[C@H:13]1[OH:23].[CH2:24]([CH:27]1[CH2:32][CH2:31][CH:30]([C:33]([O:35][CH3:36])=[O:34])[CH2:29][CH2:28]1)[C:25]#[CH:26]', 'catalyst': 'C(#N)C.[Cu]I.C1C=CC([P]([Pd]([P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)([P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)[P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)=CC=1', 'product': '[CH3:21][CH2:20][NH:19][C:17]([C@H:15]1[O:16][C@@H:12]([N:6]2[C:7]3[N:8]=[C:9]([C:26]#[C:25][CH2:24][CH:27]4[CH2:32][CH2:31][CH:30]([C:33]([O:35][CH3:36])=[O:34])[CH2:29][CH2:28]4)[N:10]=[C:2]([NH2:1])[C:3]=3[N:4]=[CH:5]2)[C@H:13]([OH:23])[C@@H:14]1[OH:22])=[O:18]'}",24%
reactions_1386,"{'reactant': '[C:1]([O:4][C:5](=[O:7])[CH3:6])(=O)[CH3:2].N1C=CC=CC=1.[CH2:14]([CH:17]1[CH2:22][CH2:21]C(CO)[CH2:19][CH2:18]1)[C:15]#[CH:16].O', 'catalyst': 'CCOCC', 'product': '[C:5]([O:4][CH2:1][CH:2]1[CH2:21][CH2:22][CH:17]([CH2:14][C:15]#[CH:16])[CH2:18][CH2:19]1)(=[O:7])[CH3:6]'}",47%
reactions_1387,"{'reactant': '[CH3:1][C:2]1([CH3:13])[NH:7][C:6](=[O:8])[C:5]2[CH:9]=[CH:10][CH:11]=[CH:12][C:4]=2[O:3]1.C(=O)([O-])[O-].[K+].[K+].[CH2:20]([O:22][CH:23]([CH2:29][C:30]1[CH:35]=[CH:34][C:33]([O:36][CH2:37][CH2:38]Br)=[CH:32][CH:31]=1)[C:24]([O:26][CH2:27][CH3:28])=[O:25])[CH3:21]', 'catalyst': 'CN(C=O)C.O', 'product': '[CH2:20]([O:22][CH:23]([CH2:29][C:30]1[CH:31]=[CH:32][C:33]([O:36][CH2:37][CH2:38][N:7]2[C:6](=[O:8])[C:5]3[CH:9]=[CH:10][CH:11]=[CH:12][C:4]=3[O:3][C:2]2([CH3:13])[CH3:1])=[CH:34][CH:35]=1)[C:24]([O:26][CH2:27][CH3:28])=[O:25])[CH3:21]'}",45%
reactions_1388,"{'reactant': '[C:1]([NH2:10])(=[O:9])[C:2]1[C:3](=[CH:5][CH:6]=[CH:7][CH:8]=1)[OH:4].[CH2:11]([O:13][CH:14]([CH2:19][C:20]1[CH:25]=[CH:24][C:23]([O:26][CH2:27][CH:28](OCC)OCC)=[CH:22][CH:21]=1)[C:15]([O:17][CH3:18])=[O:16])[CH3:12]', 'catalyst': 'C(Cl)(Cl)Cl', 'product': '[CH2:11]([O:13][CH:14]([CH2:19][C:20]1[CH:25]=[CH:24][C:23]([O:26][CH2:27][CH:28]2[NH:10][C:1](=[O:9])[C:2]3[CH:8]=[CH:7][CH:6]=[CH:5][C:3]=3[O:4]2)=[CH:22][CH:21]=1)[C:15]([O:17][CH3:18])=[O:16])[CH3:12]'}",72%
reactions_1389,"{'reactant': '[Cl:1][C:2]1[CH:10]=[CH:9][C:8]([N+:11]([O-:13])=[O:12])=[CH:7][C:3]=1[C:4](Cl)=[O:5].C1COCC1.[CH2:19]([NH2:21])[CH3:20]', 'catalyst': 'ClCCl', 'product': '[CH2:19]([NH:21][C:4](=[O:5])[C:3]1[CH:7]=[C:8]([N+:11]([O-:13])=[O:12])[CH:9]=[CH:10][C:2]=1[Cl:1])[CH3:20]'}",86%
reactions_1390,"{'reactant': 'CC(C)([O-])C.[K+].[Cl:7][C:8]1[CH:9]=[N:10][CH:11]=[C:12]([OH:14])[CH:13]=1.[CH2:15]([NH:17][C:18](=[O:29])[C:19]1[CH:24]=[C:23]([N+:25]([O-:27])=[O:26])[CH:22]=[CH:21][C:20]=1Cl)[CH3:16].O', 'catalyst': 'C1COCC1.CCOCC', 'product': '[CH2:15]([NH:17][C:18](=[O:29])[C:19]1[CH:24]=[C:23]([N+:25]([O-:27])=[O:26])[CH:22]=[CH:21][C:20]=1[O:14][C:12]1[CH:13]=[C:8]([Cl:7])[CH:9]=[N:10][CH:11]=1)[CH3:16]'}",52%
reactions_1391,"{'reactant': '[O:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH2:6][NH:7][C:8](=[O:19])[C:9]1[CH:14]=[C:13]([N+:15]([O-:17])=[O:16])[CH:12]=[CH:11][C:10]=1F.[Cl:20][C:21]1[CH:22]=[C:23]([OH:27])[CH:24]=[N:25][CH:26]=1.C([O-])([O-])=O.[K+].[K+]', 'catalyst': 'CS(C)=O.Cl', 'product': '[O:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH2:6][NH:7][C:8](=[O:19])[C:9]1[CH:14]=[C:13]([N+:15]([O-:17])=[O:16])[CH:12]=[CH:11][C:10]=1[O:27][C:23]1[CH:22]=[C:21]([Cl:20])[CH:26]=[N:25][CH:24]=1'}",100%
reactions_1392,"{'reactant': '[O:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH2:6][NH:7][C:8](=[O:26])[C:9]1[CH:14]=[C:13]([N+:15]([O-])=O)[CH:12]=[CH:11][C:10]=1[O:18][C:19]1[CH:20]=[C:21]([Cl:25])[CH:22]=[N:23][CH:24]=1', 'catalyst': 'CO.[Ni]', 'product': '[O:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH2:6][NH:7][C:8](=[O:26])[C:9]1[CH:14]=[C:13]([NH2:15])[CH:12]=[CH:11][C:10]=1[O:18][C:19]1[CH:20]=[C:21]([Cl:25])[CH:22]=[N:23][CH:24]=1'}",76%
reactions_1393,"{'reactant': '[C:1]([C:3]1[C:8]([N+:9]([O-:11])=[O:10])=[CH:7][CH:6]=[C:5]([F:12])[N:4]=1)#[N:2].N.[OH:14]S(O)(=O)=O', 'catalyst': '', 'product': '[F:12][C:5]1[N:4]=[C:3]([C:1]([NH2:2])=[O:14])[C:8]([N+:9]([O-:11])=[O:10])=[CH:7][CH:6]=1'}",61%
reactions_1394,"{'reactant': '[Cl:1][C:2]1[N:7]=[C:6]([C:8]#[N:9])[C:5]([N+:10]([O-:12])=[O:11])=[CH:4][CH:3]=1.[OH:13]S(O)(=O)=O', 'catalyst': '', 'product': '[Cl:1][C:2]1[N:7]=[C:6]([C:8]([NH2:9])=[O:13])[C:5]([N+:10]([O-:12])=[O:11])=[CH:4][CH:3]=1'}",73%
reactions_1395,"{'reactant': '[Br:1][C:2]1[CH:3]=[C:4]([CH:17]=[CH:18][CH:19]=1)[NH:5][C:6]1[C:7]2[N:15]=[C:14](F)[CH:13]=[CH:12][C:8]=2[N:9]=[CH:10][N:11]=1.[CH3:20][O-:21].[Na+]', 'catalyst': 'CO', 'product': '[Br:1][C:2]1[CH:3]=[C:4]([NH:5][C:6]2[C:7]3[N:15]=[C:14]([O:21][CH3:20])[CH:13]=[CH:12][C:8]=3[N:9]=[CH:10][N:11]=2)[CH:17]=[CH:18][CH:19]=1'}",82%
reactions_1396,"{'reactant': 'C([Li])CCC.[C:6]([O:10][C:11]([NH:13][C:14]1[CH:19]=[CH:18][N:17]=[CH:16][CH:15]=1)=[O:12])([CH3:9])([CH3:8])[CH3:7].CCOCC.[C:25](=[O:27])=[O:26]', 'catalyst': 'C1COCC1.C(O)(=O)C.O', 'product': '[C:6]([O:10][C:11]([NH:13][C:14]1[C:15]([C:25]([OH:27])=[O:26])=[CH:16][N:17]=[CH:18][CH:19]=1)=[O:12])([CH3:9])([CH3:7])[CH3:8]'}",54%
reactions_1397,"{'reactant': '[NH2:1][C:2]1[C:7]([C:8]([OH:10])=O)=[CH:6][N:5]=[CH:4][CH:3]=1.[CH:11]([NH2:13])=O', 'catalyst': '', 'product': '[N:1]1[C:2]2[CH:3]=[CH:4][N:5]=[CH:6][C:7]=2[C:8](=[O:10])[NH:13][CH:11]=1'}",47%
reactions_1398,"{'reactant': 'CS[C:3]1[C:4]2[CH:12]=[N:11][CH:10]=[CH:9][C:5]=2[N:6]=[CH:7][N:8]=1.[NH2:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1', 'catalyst': 'CCO', 'product': '[NH:13]([C:3]1[C:4]2[CH:12]=[N:11][CH:10]=[CH:9][C:5]=2[N:6]=[CH:7][N:8]=1)[C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1'}",16%
reactions_1399,"{'reactant': 'CS[C:3]1[C:4]2[CH:12]=[N:11][CH:10]=[CH:9][C:5]=2[N:6]=[CH:7][N:8]=1.[Br:13][C:14]1[CH:15]=[C:16]([CH:18]=[CH:19][CH:20]=1)[NH2:17]', 'catalyst': '', 'product': '[Br:13][C:14]1[CH:15]=[C:16]([CH:18]=[CH:19][CH:20]=1)[NH:17][C:3]1[C:4]2[CH:12]=[N:11][CH:10]=[CH:9][C:5]=2[N:6]=[CH:7][N:8]=1'}",10%
reactions_1400,"{'reactant': 'Br[C:2]1[C:7]([C:8]#[N:9])=[C:6]([NH2:10])[CH:5]=[C:4]([NH2:11])[N:3]=1.[OH-].[Na+].C1C=CC=CC=1', 'catalyst': 'C1COCC1.CO.Cl.O.[Pd]', 'product': '[C:8]([C:7]1[CH:2]=[N:3][C:4]([NH2:11])=[CH:5][C:6]=1[NH2:10])#[N:9]'}",69%
reactions_1401,"{'reactant': 'N[C:2]1[N:11]=[CH:10][C:9]2[C:8](=[O:12])[NH:7][CH:6]=[N:5][C:4]=2[CH:3]=1.N([O-])=O.[Na+].C([O-])([O-])=O.[Na+].[Na+].[H+].[B-](F)(F)(F)[F:25]', 'catalyst': '', 'product': '[F:25][C:2]1[N:11]=[CH:10][C:9]2[C:8](=[O:12])[NH:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",47%
reactions_1402,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[NH2:14][C:15]1[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:14][C:15]3[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",51%
reactions_1403,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[NH2:14][C:15]1[CH:16]=[C:17]([OH:21])[CH:18]=[CH:19][CH:20]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:14][C:15]3[CH:20]=[CH:19][CH:18]=[C:17]([OH:21])[CH:16]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",18%
reactions_1404,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:14][O:15][C:16]1[C:17]([NH2:22])=[CH:18][CH:19]=[CH:20][CH:21]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:22][C:17]3[CH:18]=[CH:19][CH:20]=[CH:21][C:16]=3[O:15][CH3:14])=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",47%
reactions_1405,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[N+:14]([C:17]1[CH:18]=[C:19]([CH:21]=[CH:22][CH:23]=1)[NH2:20])([O-])=O', 'catalyst': 'CO.C1COCC1.[Pd]', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:14][C:17]3[CH:23]=[CH:22][CH:21]=[C:19]([NH2:20])[CH:18]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",16%
reactions_1406,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:14][C:15]([NH:17][C:18]1[CH:23]=[CH:22][C:21]([NH2:24])=[CH:20][CH:19]=1)=[O:16]', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:24][C:21]3[CH:20]=[CH:19][C:18]([NH:17][C:15](=[O:16])[CH3:14])=[CH:23][CH:22]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",52%
reactions_1407,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:14][N:15]([CH3:23])[C:16]1[CH:21]=[CH:20][CH:19]=[C:18]([NH2:22])[CH:17]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:22][C:18]3[CH:19]=[CH:20][CH:21]=[C:16]([N:15]([CH3:23])[CH3:14])[CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",32%
reactions_1408,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:14][N:15]([CH3:23])[C:16]1[CH:21]=[CH:20][C:19]([NH2:22])=[CH:18][CH:17]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:22][C:19]3[CH:20]=[CH:21][C:16]([N:15]([CH3:23])[CH3:14])=[CH:17][CH:18]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",53%
reactions_1409,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[N+:14]([C:17]1[CH:23]=[CH:22][CH:21]=[CH:20][C:18]=1[NH2:19])([O-:16])=[O:15].Cl.C([O-])(O)=O.[Na+]', 'catalyst': 'CO.C(Cl)(Cl)Cl', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:19][C:18]3[CH:20]=[CH:21][CH:22]=[CH:23][C:17]=3[N+:14]([O-:16])=[O:15])=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",33%
reactions_1410,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[F:14][C:15]1[CH:16]=[C:17]([CH:19]=[CH:20][CH:21]=1)[NH2:18]', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:18][C:17]3[CH:19]=[CH:20][CH:21]=[C:15]([F:14])[CH:16]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",65%
reactions_1411,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[Cl:14][C:15]1[CH:16]=[C:17]([CH:19]=[CH:20][CH:21]=1)[NH2:18]', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:18][C:17]3[CH:19]=[CH:20][CH:21]=[C:15]([Cl:14])[CH:16]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",60%
reactions_1412,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[Cl:14][C:15]1[CH:16]=[C:17]([CH:19]=[CH:20][C:21]=1[Cl:22])[NH2:18]', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:18][C:17]3[CH:19]=[CH:20][C:21]([Cl:22])=[C:15]([Cl:14])[CH:16]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",64%
reactions_1413,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[Br:14][C:15]1[CH:21]=[CH:20][C:18]([NH2:19])=[CH:17][CH:16]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:19][C:18]3[CH:20]=[CH:21][C:15]([Br:14])=[CH:16][CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",46%
reactions_1414,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.Cl.[NH2:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][C:17]=1[C:22]([F:25])([F:24])[F:23].NC1C=CC=CC=1C(F)(F)F.C([O-])(O)=O.[Na+]', 'catalyst': 'CO.C(Cl)(Cl)Cl', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:15][C:16]3[CH:21]=[CH:20][CH:19]=[CH:18][C:17]=3[C:22]([F:23])([F:24])[F:25])=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",41%
reactions_1415,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[NH2:14][C:15]1[CH:16]=[C:17]([C:21]([F:24])([F:23])[F:22])[CH:18]=[CH:19][CH:20]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:14][C:15]3[CH:20]=[CH:19][CH:18]=[C:17]([C:21]([F:22])([F:23])[F:24])[CH:16]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",42%
reactions_1416,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.Cl.[NH2:15][C:16]1[CH:21]=[CH:20][C:19]([C:22]([F:25])([F:24])[F:23])=[CH:18][CH:17]=1.NC1C=CC(C(F)(F)F)=CC=1.C([O-])(O)=O.[Na+]', 'catalyst': 'CO.C(Cl)(Cl)Cl', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:15][C:16]3[CH:21]=[CH:20][C:19]([C:22]([F:23])([F:24])[F:25])=[CH:18][CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",63%
reactions_1417,"{'reactant': 'F[C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:12][C:13]3[CH:18]=[CH:17][CH:16]=[C:15]([Br:19])[CH:14]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH2:20]([N:22](CC)[CH2:23]C)C.Cl.CNC', 'catalyst': 'C(O)(C)C', 'product': '[CH3:20][N:22]([CH3:23])[C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:12][C:13]3[CH:18]=[CH:17][CH:16]=[C:15]([Br:19])[CH:14]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",94%
reactions_1418,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:12][C:13]3[CH:18]=[CH:17][CH:16]=[C:15]([Br:19])[CH:14]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[C:20](OC(=O)C)(=[O:22])[CH3:21].C(N(CC)CC)C', 'catalyst': 'CN(C1C=CN=CC=1)C', 'product': '[C:20]([NH:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:12][C:13]3[CH:18]=[CH:17][CH:16]=[C:15]([Br:19])[CH:14]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1)(=[O:22])[CH3:21]'}",7.7%
reactions_1419,"{'reactant': 'F[C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:12][C:13]3[CH:18]=[CH:17][CH:16]=[C:15]([Br:19])[CH:14]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:20][O-:21].[Na+].CO', 'catalyst': '', 'product': '[CH3:20][O:21][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:12][C:13]3[CH:18]=[CH:17][CH:16]=[C:15]([Br:19])[CH:14]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",89%
reactions_1420,"{'reactant': '[C:1]([O-])(=O)C.[NH2:5][C:6]1[CH:11]=[C:10]([NH2:12])[C:9]([C:13]#[N:14])=[CH:8][NH+:7]=1.C(O)=O.[CH2:18]([NH2:25])[C:19]1[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=1', 'catalyst': 'O', 'product': '[NH2:5][C:6]1[N:7]=[CH:8][C:9]2[CH:13]=[N:14][C:1]([NH:25][CH2:18][C:19]3[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=3)=[N:12][C:10]=2[CH:11]=1'}",73%
reactions_1421,"{'reactant': '[C:1]1([C@H:7]([NH2:9])[CH3:8])[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[NH2:10][C:11]1[N:20]=[CH:19][C:18]2[C:17](SC)=[N:16][CH:15]=[N:14][C:13]=2[CH:12]=1.O', 'catalyst': 'C(Cl)(Cl)Cl', 'product': '[NH2:10][C:11]1[N:20]=[CH:19][C:18]2[C:17]([NH:9][C@@H:7]([C:1]3[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=3)[CH3:8])=[N:16][CH:15]=[N:14][C:13]=2[CH:12]=1'}",11%
reactions_1422,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[NH2:14][C:15]1[CH:22]=[CH:21][CH:20]=[CH:19][C:16]=1[CH2:17][NH2:18]', 'catalyst': 'C(O)(C)C', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:18][CH2:17][C:16]3[CH:19]=[CH:20][CH:21]=[CH:22][C:15]=3[NH2:14])=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",47%
reactions_1423,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:14][N:15]([CH3:24])[C:16]1[CH:17]=[C:18]([CH:21]=[CH:22][CH:23]=1)[CH2:19][NH2:20]', 'catalyst': 'C(O)(C)C', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:20][CH2:19][C:18]3[CH:21]=[CH:22][CH:23]=[C:16]([N:15]([CH3:24])[CH3:14])[CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",40%
reactions_1424,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[CH3:14][O:15][C:16]1[CH:17]=[C:18]([CH:21]=[CH:22][CH:23]=1)[CH2:19][NH2:20]', 'catalyst': 'C(O)(C)C', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:20][CH2:19][C:18]3[CH:21]=[CH:22][CH:23]=[C:16]([O:15][CH3:14])[CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",77%
reactions_1425,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[Br:14][C:15]1[CH:22]=[CH:21][C:18]([CH2:19][NH2:20])=[CH:17][CH:16]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:20][CH2:19][C:18]3[CH:21]=[CH:22][C:15]([Br:14])=[CH:16][CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",48%
reactions_1426,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[F:14][C:15]([F:25])([F:24])[C:16]1[CH:17]=[C:18]([CH:21]=[CH:22][CH:23]=1)[CH2:19][NH2:20]', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:20][CH2:19][C:18]3[CH:21]=[CH:22][CH:23]=[C:16]([C:15]([F:14])([F:24])[F:25])[CH:17]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",63%
reactions_1427,"{'reactant': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8](SC)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1.[F:14][C:15]([F:25])([F:24])[C:16]1[CH:23]=[CH:22][C:19]([CH2:20][NH2:21])=[CH:18][CH:17]=1', 'catalyst': '', 'product': '[NH2:1][C:2]1[N:11]=[CH:10][C:9]2[C:8]([NH:21][CH2:20][C:19]3[CH:18]=[CH:17][C:16]([C:15]([F:14])([F:24])[F:25])=[CH:23][CH:22]=3)=[N:7][CH:6]=[N:5][C:4]=2[CH:3]=1'}",56%
reactions_1428,"{'reactant': '[C:1](Cl)(=[O:3])[CH3:2].[NH2:5][C:6]1[N:15]=[CH:14][C:13]2[C:12]([S:16][CH3:17])=[N:11][CH:10]=[N:9][C:8]=2[CH:7]=1.CCN(CC)CC.O', 'catalyst': 'C1COCC1', 'product': '[C:1]([NH:5][C:6]1[N:15]=[CH:14][C:13]2[C:12]([S:16][CH3:17])=[N:11][CH:10]=[N:9][C:8]=2[CH:7]=1)(=[O:3])[CH3:2]'}",49%
